  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
545110 ***** 201904261430 160   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   41 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261500 220   9 ***   8 OBS * * *  7.5 ** ** ** ** ** ** ** ** *   55   43 1020.8 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261500 160   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   43 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261530 170   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261600 150   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261630 140   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261700 150   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261730 110   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261800 250   4 ***   8 OBS * * *  5.6 ** ** ** ** ** ** ** ** *   54   43 1020.4 ***** 1016.5 *** *** ***** ***** ***** ***** **
545110 ***** 201904261800 130   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261830 120   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   46 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261900 120   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   46 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904261930 070   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   46 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262000 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   46 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262030 140   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262100 200   4 ***   8 OBS * * *  4.4 ** ** ** ** ** ** ** ** *   53   43 1020.4 ***** ****** *** *** ***** *****  0.01 ***** **
545110 ***** 201904262100 130   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262130 120   2 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   52   46 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262200 090   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   52   46 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262230 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   52   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262300 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   54   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904262330 120   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   54   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270000 200   4 *** *** OVC * * * **** 05 ** ** ** ** ** ** ** *   53   44 1021.4 ***** 1017.5 *** *** ***** ***** ***** ***** **
545110 ***** 201904270000 120   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   54   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270030 130   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   54   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270100 130   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   54   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270130 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   55   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270200 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   55   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270230 990   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   55   45 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270300 180   4 *** *** OVC * * * **** 05 ** ** ** ** ** ** ** 0   55   44 1021.6 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270300 990   4 *** 722 CLR * * *  5.0 61 ** ** ** ** ** ** ** *   55   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270330 990   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   55   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270400 990   7 *** 722 CLR * * *  5.0 61 ** ** ** ** ** ** ** *   57   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270430 990   9 *** 722 CLR * * *  5.0 61 ** ** ** ** ** ** ** *   57   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270500 200  16 *** 722 CLR * * *  6.2 61 ** ** ** ** ** ** ** *   55   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270530 990  13 *** 722 CLR * * *  6.2 61 ** ** ** ** ** ** ** *   54   46 ****** 30.18 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270600 200  13 *** *** OVC * * *  2.1 60 ** ** ** ** ** ** ** 6   49   45 1022.1 ***** 1018.1 ***  49 *****  0.16 ***** ***** **
545110 ***** 201904270600 170   9 ***  40 *** * * *  4.4 61 ** ** ** ** ** ** ** *   52   48 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270630 190   9 ***  40 *** * * *  3.8 61 ** ** ** ** ** ** ** *   52   48 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270700 990  18 ***  40 *** * * *  4.4 61 ** ** ** ** ** ** ** *   50   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270730 180  13 ***  40 *** * * *  4.4 61 ** ** ** ** ** ** ** *   48   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270800 180  16 ***  40 *** * * *  3.8 61 ** ** ** ** ** ** ** *   50   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270830 180  16 ***  40 *** * * *  6.2 61 ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270900 200   9 *** *** BKN * * * 11.9 60 ** ** ** ** ** ** ** 6   48   42 1021.2 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270900 170  16 *** *** *** * * *  6.2 61 ** ** ** ** ** ** ** *   50   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904270930 170  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271000 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   43 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271030 180   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271100 130   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271130 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   41 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271200 180   4 *** *** BKN * * * 11.9 00 ** ** ** ** ** ** ** 6   48   42 1021.0 ***** 1017.0 *** *** *****  0.04 ***** ***** **
545110 ***** 201904271200 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   41 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271230 140   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   41 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271300 120   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271330 120   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271400 140   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271430 130   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271500 200   2 *** *** OBS * * * **** 05 ** ** ** ** ** ** ** *   48   44 1021.7 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271500 140   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   43 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271530 120   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271600 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271630 120   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271700 130   7 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   46   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271730 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271800 180   4 ***   8 OBS * * *  2.7 05 ** ** ** ** ** ** ** 0   48   44 1020.1 ***** 1016.1 *** *** ***** ***** ***** ***** **
545110 ***** 201904271800 130   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271830 990   4 *** 722 CLR * * *  5.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271900 990   4 ***  33 *** * * *  5.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904271930 990   4 ***  33 *** * * *  5.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272000 110   2 ***  33 *** * * *  5.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272030 990   2 ***  26 *** * * *  5.0 ** ** ** ** ** ** ** ** *   46   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272100 200   2 ***   8 OBS * * *  2.7 05 ** ** ** ** ** ** ** *   47   42 1019.7 ***** ****** *** *** ***** *****  0.17 ***** **
545110 ***** 201904272100 100   2 ***  26 *** * * *  5.0 ** ** ** ** ** ** ** ** *   46   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272130 990   2 ***  26 *** * * *  3.8 ** ** ** ** ** ** ** ** *   48   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272200 990   4 ***  26 *** * * *  3.8 ** ** ** ** ** ** ** ** *   48   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272230 130   4 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   48   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272300 140   4 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *   48   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904272330 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   48   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280000 180   4 *** *** OVC * * *  2.8 05 ** ** ** ** ** ** ** *   48   43 1019.8 ***** 1015.8 *** *** ***** *****  0.17 ***** **
545110 ***** 201904280000 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   50   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280030 990   4 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   52   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280100 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   52   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280130 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   52   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280200 180   9 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   54   45 ****** 30.12 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280230 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   54   45 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280300 250   4 *** *** OVC * * *  3.8 05 ** ** ** ** ** ** ** 0   54   44 1019.2 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280300 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   55   43 ****** 30.09 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280330 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   55   45 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280400 990   7 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   55   45 ****** 30.06 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280430 990   4 *** *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   57   43 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280500 990   9  20 *** *** * * *  4.4 ** ** ** ** ** ** ** ** *   57   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280530 990   7 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280600 180   9 *** *** BKN * * *  4.4 ** ** ** ** ** ** ** ** *   58   43 1016.6 ***** 1012.7 ***  46 ***** ***** ***** ***** **
545110 ***** 201904280600 990   7 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   59   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280630 990   7 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   59   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280700 990   7 *** *** *** * * *  5.0 ** ** ** ** ** ** ** ** *   59   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280730 150   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280800 150   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280830 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280900 200   9 *** *** OVC * * *  3.8 05 ** ** ** ** ** ** ** 0   58   44 1014.7 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280900 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904280930 170   9 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281000 160   7 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   46 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281030 160   9 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281100 140   4 ***  40 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281130 150   7 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281200 200   4 *** *** OVC * * * **** 05 ** ** ** ** ** ** ** 0   57   45 1015.5 ***** 1011.6 *** *** ***** ***** ***** ***** **
545110 ***** 201904281200 160   4 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281230 990   4 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281300 990   4 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281330 160   4 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281400 990   4 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281430 150   4 ***  30 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281500 180   2 ***   8 OBS * * *  2.8 05 ** ** ** ** ** ** ** *   56   46 1015.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281500 140   4 ***  40 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281530 150   4 ***  40 *** * * *  5.0 ** ** ** ** ** ** ** ** *   57   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281600 130   2 ***  40 *** * * *  5.0 ** ** ** ** ** ** ** ** *   55   48 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281630 090   4 ***  40 *** * * *  5.0 ** ** ** ** ** ** ** ** *   55   48 ****** 29.97 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281700 100   2 ***  40 *** * * *  5.0 ** ** ** ** ** ** ** ** *   55   50 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281730 080   2 ***  40 *** * * *  4.4 ** ** ** ** ** ** ** ** *   55   48 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281800 220   2 ***   8 OBS * * *  1.9 05 ** ** ** ** ** ** ** 0   55   46 1014.1 ***** 1010.2 *** *** ***** ***** ***** ***** **
545110 ***** 201904281800 060   2 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   55   48 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281830 990   2 ***  40 *** * * *  3.8 61 ** ** ** ** ** ** ** *   55   48 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281900 110   2 ***  40 *** * * *  3.8 61 ** ** ** ** ** ** ** *   54   50 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904281930 990   2 ***  40 *** * * *  3.1 10 ** ** ** ** ** ** ** *   54   50 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282000 110   2 ***  40 *** * * *  3.1 10 ** ** ** ** ** ** ** *   54   52 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282030 990   2 ***  40 *** * * *  3.1 10 ** ** ** ** ** ** ** *   54   50 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282100 220   2 ***   8 OBS * * *  1.8 05 ** ** ** ** ** ** ** *   53   46 1013.3 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282100 990   2 ***  40 *** * * *  3.1 10 ** ** ** ** ** ** ** *   54   52 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282130 100   2 ***  40 *** * * *  2.8 10 ** ** ** ** ** ** ** *   54   52 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282200 990   2 ***  40 *** * * *  2.2 10 ** ** ** ** ** ** ** *   54   50 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282230 090   2 ***  40 *** * * *  2.2 10 ** ** ** ** ** ** ** *   54   50 ****** 29.91 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201904282300 990   2 ***  40 *** * * *  2.2 10 ** ** ** ** ** ** ** *   55   50 ****** 29.94 ****** *** *** ***** ***** ***** ***** **
